"id","Completo","1","2","3","4","5","6","7","7 [Outro]","8 [Ensino fundamental] [Completo]","8 [Ensino fundamental] [Cursando]","8 [Ensino médio] [Completo]","8 [Ensino médio] [Cursando]","8 [Ensino técnico] [Completo]","8 [Ensino técnico] [Cursando]","8 [Ensino superior] [Completo]","8 [Ensino superior] [Cursando]","1","1 [Outro]","2 [Em casa]","2 [Na escola]","2 [Na lan-house]","2 [Em espaços públicos]","2 [Outros]","3","4 [Computador]","4 [Notebook / Laptop]","4 [Celular / Smartphone / Palmtop]","4 [Video-game]","4 [Outros]","5","6 [E-mail]","6 [Jogos]","6 [Blogs]","6 [Fóruns]","6 [Portais/Notícias]","6 [M.I.]","6 [Sites de relacionamento]","6 [Bate-papo]","6 [Vídeos]","6 [Outros]","7","8 [Orkut]","8 [MySpace]","8 [Facebook]","8 [Twitter]","8 [Não uso sites de relacionamento]","8 [Outro]","1 [Acho importante poder manter contato com os outros participantes da feira após o fim da Febrace]","1 [É possível que um grupo trabalhe num mesmo projeto sem estar na mesma cidade, pela Internet]","1 [A idéia de uma feira de ciências virtual na internet é interessante]","2","3","4","5","6"
"478","Y","Masculino","26","Paulista","Pernambuco","UFRPE","Pública","Orientador / Co-orientador","","0","0","0","0","0","1","0","0","Outro","19","Todos os dias","1 a 3 vezes por semana","De vez em quando","Nunca","","","Todos os dias","De vez em quando","Todos os dias","Nunca","","","Todos os dias","Nunca","Nunca","Nunca","Todos os dias","1 a 3 vezes por semana","De vez em quando","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo totalmente","Sim","é um site bastante informativo contendo todas as informações sobre o evento, além de permitir boa interação","Sim","simples e objetivo","a internet é uma ferramenta de extrema importância, que contribui para o desenvolvimento geral amplo das pessoas."
"479","Y","Masculino","41","Recife","Pernambuco","Senai","Fundação","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","25","Todos os dias","Todos os dias","","","","","Todos os dias","Todos os dias","","","","","Todos os dias","","1 a 3 vezes por semana","","Todos os dias","","De vez em quando","","","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo totalmente","Discordo totalmente","Sim","informativo, porém só acessei para informações sobre a feira","Não","",""
"480","Y","Feminino","23","Recife","Pernambuco","UFRPE","Pública","Acompanhante","","0","0","0","0","0","0","0","1","Outro","18","Todos os dias","De vez em quando","De vez em quando","De vez em quando","De vez em quando","casa de amigo","Todos os dias","Nunca","Nunca","Nunca","","","1 a 3 vezes por semana","Nunca","Todos os dias","Nunca","1 a 3 vezes por semana","1 a 3 vezes por semana","Todos os dias","Nunca","1 a 3 vezes por semana","","","Sim","Sim","Não","Não","Não","Fotolog","Concordo","Neutro","Concordo","Sim","conheço pouco, porque o grupo que acompanhei que olhava frequentemente, mas não o li todo","Sim","muito bom e rápido",""
"481","Y","Masculino","18","Recife","Pernambuco","Senai","Fundação","Finalista","","0","0","0","0","0","1","0","0","Outro","12","Nunca","Todos os dias","1 a 3 vezes por semana","1 a 3 vezes por semana","","","Todos os dias","1 a 3 vezes por semana","Todos os dias","De vez em quando","","","Todos os dias","De vez em quando","1 a 3 vezes por semana","De vez em quando","1 a 3 vezes por semana","De vez em quando","De vez em quando","De vez em quando","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Concordo totalmente","Concordo totalmente","Sim","ele é um site bem explícito e informativo para os estudantes e escolas","Sim","ele tem um ótimo padrão",""
"482","Y","Masculino","20","Recife","Pernambuco","Senai","Fundação","Finalista","","0","0","0","0","0","1","0","0","Outro","14","Nunca","1 a 3 vezes por semana","De vez em quando","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","1 a 3 vezes por semana","Nunca","De vez em quando","De vez em quando","1 a 3 vezes por semana","De vez em quando","De vez em quando","Nunca","Nunca","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo","Sim","está bem direcionando para nós estudantes e escolas.","Sim","está com um padrão muito bom",""
"483","Y","Feminino","18","","Pernambuco","Senai","Fundação","Finalista","","0","0","0","0","0","1","0","0","Outro","11","Nunca","Todos os dias","De vez em quando","De vez em quando","","","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","Nunca","Nunca","De vez em quando","1 a 3 vezes por semana","De vez em quando","1 a 3 vezes por semana","Nunca","Nunca","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo","Sim","construtivo e ajuda no desenvolvimento de projetos","Sim","muito bom",""
"484","Y","Masculino","20","Recife","Pernambuco","Senai","Fundação","Orientador / Co-orientador","","0","0","0","0","0","0","0","1","Outro","8","Todos os dias","Todos os dias","De vez em quando","De vez em quando","De vez em quando","casa de amigo","Todos os dias","1 a 3 vezes por semana","Todos os dias","De vez em quando","De vez em quando","DVD","Todos os dias","De vez em quando","Nunca","Nunca","1 a 3 vezes por semana","De vez em quando","1 a 3 vezes por semana","Nunca","De vez em quando","","","Não","Não","Não","Não","Não","","Concordo totalmente","Concordo totalmente","Neutro","Sim","muito bom, pois atende as necessidades dos participantes e dos que pretendem ser","Sim","muito bom, é fácil e rápido de ser utilizado","existir cada vez mais interação, mas moderadamente"
"485","Y","Masculino","16","Curitiba","Paraná","Positivo","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","10","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","Nunca","De vez em quando","Nunca","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Neutro","Neutro","Concordo","Sim","muito bem organizado, com muitas informações interessantes","Não","",""
"486","Y","Feminino","","Curitiba","Paraná","Positivo","Particular","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","13","1 a 3 vezes por semana","Todos os dias","De vez em quando","De vez em quando","","","Todos os dias","Todos os dias","Nunca","Nunca","","","Todos os dias","De vez em quando","De vez em quando","1 a 3 vezes por semana","Todos os dias","Todos os dias","De vez em quando","Todos os dias","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo","Sim","super completo","Sim","agilizo o processo.",""
"487","Y","Masculino","33","Vitória","Espírito Santo","Clovis Borges Miguel","Pública","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","17","De vez em quando","Todos os dias","De vez em quando","De vez em quando","","","Todos os dias","De vez em quando","De vez em quando","Nunca","","","Todos os dias","De vez em quando","De vez em quando","De vez em quando","De vez em quando","De vez em quando","De vez em quando","De vez em quando","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo","Concordo totalmente","Concordo totalmente","Sim","ótimo site.","Sim","muito bom",""
"488","Y","Feminino","35","Serra","Espírito Santo","Clovis Borges Miguel","Pública","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","15","1 a 3 vezes por semana","Todos os dias","","","","","Todos os dias","1 a 3 vezes por semana","","","","","Todos os dias","De vez em quando","","1 a 3 vezes por semana","Todos os dias","Nunca","Nunca","Nunca","De vez em quando","De vez em quando","cursos","Não","Não","Não","Não","Sim","","Concordo totalmente","Concordo totalmente","Concordo totalmente","Sim","bem organizado","Sim","prático",""
"489","Y","Feminino","16","Serra","Espírito Santo","Clovis Borges Miguel","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","14","Todos os dias","De vez em quando","","","","","Todos os dias","","","De vez em quando","","","Todos os dias","De vez em quando","Nunca","De vez em quando","1 a 3 vezes por semana","Todos os dias","Nunca","Nunca","Todos os dias","","","Sim","Não","Não","Não","Não","","Concordo","Neutro","Concordo totalmente","Sim","muito importante para enriquecer os conhecimentos de todos os finalistas","Não","",""
"490","Y","Masculino","17","Serra","Espírito Santo","Clovis Borges Miguel","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","12","Todos os dias","Todos os dias","Nunca","Nunca","","","De vez em quando","Todos os dias","","","","","Todos os dias","De vez em quando","Nunca","Nunca","De vez em quando","Todos os dias","Todos os dias","De vez em quando","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Neutro","Concordo","Sim","é um site que trás algumas informações sobre os projetos finalistas que concorrerão na feira","Sim","é bem mais pratico q enviar por correio",""
"491","Y","Masculino","15","Serra","Espírito Santo","Clovis Borges Miguel","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","6","1 a 3 vezes por semana","De vez em quando","De vez em quando","Nunca","De vez em quando","casa de amigo","Todos os dias","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","De vez em quando","1 a 3 vezes por semana","Nunca","Nunca","1 a 3 vezes por semana","1 a 3 vezes por semana","orkut","Sim","Não","Não","Não","Não","","Concordo","Concordo","Concordo","Sim","é bom para enriquecer o conhecimento dos finalistas.","Não","","se atualizar sobre projetos"
"492","Y","Masculino","16","Belo Horizonte","Minas Gerais","CEFET","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","7","Todos os dias","","","","","","Todos os dias","De vez em quando","De vez em quando","","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"493","Y","Masculino","32","Carazinho","Rio Grande do Sul","La Salle Carazinho","Particular","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","15","Todos os dias","Todos os dias","De vez em quando","De vez em quando","","","Todos os dias","De vez em quando","Todos os dias","De vez em quando","","","Todos os dias","De vez em quando","De vez em quando","De vez em quando","1 a 3 vezes por semana","Todos os dias","De vez em quando","De vez em quando","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo totalmente","Concordo","Sim","muito detalhado e fácil uso","Não","",""
"494","Y","Masculino","16","Carazinho","","La Salle Carazinho","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","10","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","De vez em quando","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","Nunca","","","Sim","Não","Não","Não","Não","","Concordo","Discordo totalmente","Discordo","Sim","bom, mas poderia colocar mais notícias sobre as feiras passadas","Sim","é muito bom, bem prático",""
"495","Y","Masculino","16","São Paulo","São Paulo","Dante Alighieri","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","6","Todos os dias","De vez em quando","Nunca","De vez em quando","","","Todos os dias","Todos os dias","De vez em quando","Nunca","","","Todos os dias","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","Todos os dias","1 a 3 vezes por semana","Todos os dias","1 a 3 vezes por semana","Todos os dias","","","Sim","Não","Não","Não","Não","","Neutro","Concordo totalmente","Concordo","Sim","há dificuldade para entrar na área de login","Sim","eficientíssimo",""
"496","Y","Feminino","","Curitiba","Paraná","Sociedade Educacional Positivo","Particular","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","21","Todos os dias","Todos os dias","Nunca","1 a 3 vezes por semana","","","Todos os dias","Todos os dias","Todos os dias","Nunca","","","Todos os dias","Nunca","De vez em quando","De vez em quando","Todos os dias","Todos os dias","De vez em quando","Nunca","1 a 3 vezes por semana","","","Não","Não","Não","Não","Sim","","Concordo","Discordo","Neutro","Sim","provocativo e muito elegante","Sim","às vezes é lento","importante meio para pesquisa e comunicação"
"497","Y","Masculino","15","Curitiba","Paraná","Sociedade Educacional Positivo","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","13","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","1 a 3 vezes por semana","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","De vez em quando","De vez em quando","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","De vez em quando","De vez em quando","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Neutro","Sim","achei interessante a idéia de se propagar o espírito científico e estimulá-lo, principalmente pela internet","Não","","pesquisas, aquisição de conhecimento e entretenimento"
"498","Y","Feminino","15","Curitiba","Paraná","Colégio Positivo Ângelo Sampaio","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","9","Todos os dias","Todos os dias","Nunca","De vez em quando","","","De vez em quando","Todos os dias","Todos os dias","Nunca","","","Todos os dias","Nunca","De vez em quando","Nunca","Todos os dias","Todos os dias","De vez em quando","Nunca","1 a 3 vezes por semana","","","Não","Não","Sim","Não","Não","","Concordo totalmente","Discordo totalmente","Discordo","Sim","bom. informações precisas.","Sim","regular. a submissão perde alguns dados já escritos.",""
"499","Y","Masculino","35","Curitiba","Paraná","Positivo","Particular","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","15","Todos os dias","Todos os dias","De vez em quando","De vez em quando","","","Todos os dias","Todos os dias","De vez em quando","Nunca","","","Todos os dias","1 a 3 vezes por semana","Todos os dias","De vez em quando","Todos os dias","Todos os dias","Nunca","De vez em quando","1 a 3 vezes por semana","","","Não","Não","Não","Não","Sim","","Concordo totalmente","Concordo","Concordo","Sim","bom. informações importantes e atualizadas. Faltam mais fotos (divulgação) no final do evento.","Sim","funciona muito bem. a parte de dados de escola poderia ser centralizada (apenas 1 representante de feira afiliada preenche isso)",""
"500","Y","Masculino","31","Imperatriz","Maranhão","Rui Barbosa","Particular","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","18","Todos os dias","Todos os dias","De vez em quando","","","","Todos os dias","De vez em quando","Todos os dias","","","","1 a 3 vezes por semana","Nunca","Nunca","De vez em quando","Todos os dias","","De vez em quando","De vez em quando","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Neutro","Sim","bom e informativo","Sim","rápido e preciso",""
"501","Y","N/A","","Imperatriz","Maranhão","Rui Barbosa","Particular","Acompanhante","","0","0","1","0","0","0","0","0","Outro","25","Todos os dias","Nunca","De vez em quando","Nunca","","","Todos os dias","Nunca","Nunca","Nunca","","","De vez em quando","Nunca","Nunca","Nunca","1 a 3 vezes por semana","Todos os dias","Todos os dias","Nunca","Todos os dias","","","Sim","Não","Não","Não","Não","","","Concordo","Neutro","Sim","bem informativo","Sim","Rápido e preciso",""
"502","Y","Feminino","15","Imperatriz","Maranhão","Rui Barbosa","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","7","Nunca","Nunca","De vez em quando","Nunca","Todos os dias","comércio do pai","Todos os dias","De vez em quando","Nunca","1 a 3 vezes por semana","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","1 a 3 vezes por semana","Nunca","1 a 3 vezes por semana","1 a 3 vezes por semana","1 a 3 vezes por semana","","","Não","Não","Não","Não","Sim","","Neutro","Concordo","Concordo","Sim","bem concreto, com bom entendimento. bem organizado.","Sim","rápido e preciso",""
